claim_id,status,scope,statement_source
E993-R25-GAMMA-RESIDUE-SLACK-THRESHOLD,VERIFIED,"Arithmetic statement about Gamma_n; tau = 1..7 ONLY (tau >= 8 has no registered K(tau) and is excluded; K(8) exceeds 6,000 by scan); NO closed form for s* may be quoted — the candidate ceil((tau-1)/3) fits tau = 1..6 and gives 2 at tau = 7 where the true value is 3, and the 'no closed form' fence rests entirely on the single cell (7,2,2) where Gamma_n = 0 exactly (the three zero cells are (tau,s,k) = (2,0,1), (5,1,1), (7,2,2); under a strict convention s* would read 0,0,1,1,2,2,2); each value ESTABLISHED, not scanned: above K(tau) by the formally verified E993-R25-CATALAN-GAP-MONOTONE-RATIO (slack 0, E(2k+2,k) = Cat_{k+1}) transferred to slack s >= 1 by E(.,k) strictly increasing on n >= 2k+2 (a derivation from the VERIFIED E993-R25-BINOMIAL-DIFFERENCE-CATALAN-CEILING, named here, not carried silently — the composite is proved_informal, NOT formally verified), below K(tau) by a finite exact check of at most 69 integers; the residue says where the Gamma bound is INCONCLUSIVE for Delta_k > 0, never where any statement is false; the transfer to forests is only the registered cover-fiber bound Delta_k >= Gamma_n under tau(F) <= tau; not c(d), not a tier statement, no new evidence for any cell's sign. Critic-attributed to r25 Cycle 6 C-F4-U (the threshold) and C-F4-T/C-F4-U (the tau = 5 table), confirmed by the F adjudicator (Rulings 30, 30a, 30b) and by the isolated second read SR-RES (addendum lane C), confirmed_with_repairs, 49 (tau,s) cells reproduced with zero discrepancies by an instrument importing no prior code.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-GAMMA-RESIDUE-SLACK-THRESHOLD
E993-R25-THIN-TREE-TAU-12-BAND-NO-IN-WINDOW-FAILURE-NO-RECOVERY,VERIFIED,"Grade bounded_computation (complete census); NOT a theorem, NOT VERIFIED, NOT CONDITIONAL. NAMING / NON-INHERITANCE CLAUSE (SR-F repair R1): this key is NOT a member of the cumulative E993-R25-THIN-TREE-LOGCONCAVE-TAU-LE-* family — the predicate 'no log-concavity failure at ANY rank' is FALSE at tau = 12 (T(3,4,4), W2), so no -TAU-LE-12 log-concavity key may ever be registered; the predicate here is in-window failure freedom plus no recovery, over the single band tau = 12. Complete census of 539,470,990 accepted (skeleton, D) instances over all 1,721,756 tau = 12 canonical-form skeleton classes and all 55 reachable (order, h) cells; 124,073 materialised spot checks, 0 mismatches; exact integers; instance counts are CONSTRUCTION counts and nowhere counts of isomorphism classes of final trees. THREE LIMITS ON THE FACE: (i) orders 24-25 (d <= 1) are outside the census; (ii) completeness over the CLASS, as opposed to over the construction, rests on Lemmas A-C (a thin tree of cover number tau is a skeleton on C ∪ H padded by pendant leaves) at the r25 record's informal grade; (iii) the forest form requires the convolved-sequence window instrument, which is UNBUILT. The FOREST key the synthesis proposed (E993-R25-THIN-FOREST-NO-RECOVERY-TAU-LE-12) is WITHHELD (SR-F repair R2): the -TAU-LE-11 forest key derives no-recovery from per-component log-concavity via TRS2 convolution closure, a route blocked at tau = 12 by the out-of-window failures, and the census is entirely single-component. Precision (SR-F): 'two log-concavity failures' are two accepted INSTANCES at one rank; of the 124,073 spot checks, 89,521 are the seat's shared-code checks (struck as 'independent' by C-F1-U/the F adjudicator) and 34,552 are independent. Lemmas A-C (the thin tree = padded skeleton decomposition) verified exhaustively at tau = 2..5 by SR-F; their grade at tau = 12 remains the r25 record's informal grade (no registry key carries the decomposition). The standing in-window minimum tau = 21 (E993-R25-RECOVERY-LOGCONCAVITY-NECESSARY's scope) is UNCHANGED. Attribution, layered and never summed across nested windows: seat F1 (A1 route A1-F-01; order 26 exhaustive, orders 33-34, the analytic (1+z) pendant-fold lever); critic C-F1-T (orders 27-32 extension, critic-attributed); critic C-F1-U (nested inside C-F1-T's window, not additional coverage); the F adjudicator (the remaining 13,798 classes and order 35, adjudicator-derived; confirmed by isolated second read SR-F). Synthesis 44821949e10423f6...; r25 ADDENDUM Cycle A1. Isolated second read SR-F confirmed_with_repairs (c9b4f0d8f6f56492...): every figure reproduced to the unit on from-scratch instruments; 17,406,910 instances recomputed end to end with 0 discrepancies; 55 cells tile with 0 gaps and 0 double counts.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R25-THIN-TREE-TAU-12-BAND-NO-IN-WINDOW-FAILURE-NO-RECOVERY
E993-R26-TOP-RANK-RESIDUAL-SIGN,VERIFIED,"Literal ordinary-tree statement at the top rank p = alpha - 1 on the residual class, at exactly the four C5-LA1 hypotheses; composed with the formally verified identity (RI) C5LA1.topRankResidualIdentity in one project. hEligible is consumed only through 3 <= alpha (it excludes P_3, whose unqualified expression is +2); the proof shows S <= -ell(ell-2)M - (ell-4)N_2 in Z with N_2 <= k_2 M and k_2 <= floor(ell/2). NO status transfer: the all-rank literal aggregate E993-R23-ORDINARY-FAVORABLE-LEAF-AGGREGATE stays OPEN (other ranks and the non-residual class untouched); E993-BETA-AGG (governed RTree scope) stays OPEN and needs the ordinary-to-RTree transport, never attempted; the common-leaf condition, TREE, FOREST, TRANSFER and Erdos #993 are untouched. Excluded from the award: the strict form S < 0 (registered separately at proved_informal, see E993-R26-TOP-RANK-RESIDUAL-SIGN-STRICT), S = 0 iff P_5, any other rank, forests, RTree, N_2 <= M (false from order 9).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R26-TOP-RANK-RESIDUAL-SIGN
E993-R26-DELETION-INJECTION-FIBRE-BOUND,VERIFIED,"All finite graphs; no tree, connectivity, alpha, eligibility or residual hypothesis. The first inequality is the occupancy bound avi(H) <= |V(H)|/2 of Andriantiana–Razanajatovo Misanantenaina–Wagner (2020), RE-PROVED in-run by the injection A -> A.erase u (never imported); the second is its sharp fibre form (equality for edgeless U). Its use at the fibres U(J') of the (RC) proof belongs to E993-R26-TOP-RANK-RESIDUAL-SIGN; nothing about S, trees or (RC) is asserted here.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R26-DELETION-INJECTION-FIBRE-BOUND
E993-R26-TREE-STRUCTURAL-CORE,VERIFIED,"Tree structure only; no declaration consumes the residual hypothesis (★); nothing about S, W_III, the families or (RC). Statement (e) needs connectivity (P_3 ⊔ K_1 is a forest witness where the closure fails).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R26-TREE-STRUCTURAL-CORE
E993-R26-FORCED-NEIGHBOUR-FAMILY-I-EMPTY,VERIFIED,"Component declarations of the formally verified award C1-LA1 (R26LA1.forced_neighbour, family_support_pruned, famI_card, family_I_weight, family_II_weight), not its terminal declaration; hEligible is not consumed (verified informally also on the 18 ineligible residual trees). This is the structural fact that refutes the r24 C6 'realized negative family-(I) weights' statement (see E993-R26-C6-B3-FAMILY-I-REALIZATION-CORRECTION).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R26-FORCED-NEIGHBOUR-FAMILY-I-EMPTY
E993-R26-C6-B3-FAMILY-I-REALIZATION-CORRECTION,VERIFIED,"A correction record about the r24 RECORD, never an edit of it (SOLUTION-CONTRACT §3.5); the mathematical identity B3 stands; (RC) is closed separately by E993-R26-TOP-RANK-RESIDUAL-SIGN.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R26-C6-B3-FAMILY-I-REALIZATION-CORRECTION
E993-R26-TOP-RANK-N2-LE-M,REFUTED,A mechanism proposed in the r26 allocation's item 1(f) parenthesis and in U's Cycle 2 target; false in general — only N_2 <= k_2 M holds (k_2 = |C_2| <= floor(ell/2)); at ell = 3 it is true because k_2 <= 1. The (RC) proof uses N_2 <= k_2 M.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R26-TOP-RANK-N2-LE-M
E993-R26-TOP-RANK-RESIDUAL-SIGN-STRICT,VERIFIED,"Same scope as E993-R26-TOP-RANK-RESIDUAL-SIGN; informal only (not part of the formal award C1-LA1, which excludes the strict form on its face). No status transfer to any other rank, class or headline.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R26-TOP-RANK-RESIDUAL-SIGN-STRICT
E993-INTERIOR-ALPHA-MINUS-TWO-AGGREGATE,OPEN,All finite connected acyclic simple graphs; first strict descent x; integer zero-extended independence coefficients; original support and closed neighborhood; no residual hypothesis.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-INTERIOR-ALPHA-MINUS-TWO-AGGREGATE
E993-R27-FOREST-DEGREE-LEMMA,VERIFIED,"Lean: Erdos993G1.forest_degree_lemma (registered `lemma` kind inside award C1-LA1; statement byte-identical to SOLUTION-CONTRACT §2). Acyclicity is load-bearing (K4−e violates at k = 1; the statement is FALSE on K_{2,3}; every cycle C_n satisfies it with equality at every k). Excluded conclusions: tightness (never tight at k ≥ 1 with i_k > 0 — see E993-R27-FOREST-DEGREE-LEMMA-EQUALITY-CLASSIFICATION); that (DL) certifies acyclicity (only the root-corrected k = 1 form does); any pointwise degree claim; any no-recovery reading. Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-FOREST-DEGREE-LEMMA
E993-R27-FOREST-EXTENSION-INEQUALITY,VERIFIED,"Lean: Erdos993G1.forest_extension_inequality, the terminal theorem of award C1-LA1 (statement byte-identical to SOLUTION-CONTRACT §2). Composition: (DL) + the graph-general E993-R27-INDEP-EXTENSION-DOUBLE-COUNT and E993-R27-EXTENSION-LOWER-BOUND. Tight at k = 0 on every finite graph; never tight at k ≥ 1 with i_k > 0. Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-FOREST-EXTENSION-INEQUALITY
E993-R27-INDEP-EXTENSION-DOUBLE-COUNT,VERIFIED,"Lean: Erdos993G1.double_count (`lemma` face of award C1-LA2; hypotheses exactly [Fintype X] [DecidableEq X] [DecidableRel G.Adj]). Graph-general; not a forest statement; not evidence for (DL)/(EX); transfers no status. Face note: the kernel receipt's #print axioms probe covers the terminal e_ge_sub; double_count's axiom line rests on the whole-file build and EVIDENCE/axioms-all-declarations.txt (all 19 declarations at the three axioms). This run's firstDescent is the sInf form, extensionally (Nat.sInf_def) but not definitionally the Nat.find object of record — nothing in the award depends on it; a later composition must not treat LA2's firstDescent as the rfl-certified object.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-INDEP-EXTENSION-DOUBLE-COUNT
E993-R27-EXTENSION-LOWER-BOUND,VERIFIED,"Lean: Erdos993G1.e_ge_sub, the terminal theorem of award C1-LA2 (statement byte-identical to the synthesis statement of record). Graph-general; hJ is consumed only through |J| = k; equality iff exc(J) = 0 (no vertex has two or more neighbours in J) — see E993-R27-EXACT-EXTENSION-IDENTITY. Transfers no status; not evidence for (DL)/(EX).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-EXTENSION-LOWER-BOUND
E993-R27-DEGREE-LEMMA-IMPLIES-EXTENSION-CHAIN,VERIFIED,"Lean: Erdos993G1.degree_lemma_implies_chain (award C1-LA3). THE IMPLICATION IS THE AWARD; the consequents are not asserted by this key (they are asserted by E993-R27-FOREST-EXTENSION-INEQUALITY, -FOREST-DESCENT-LINEAR-BOUND, -RANK5-CEILING-20, -DESCENT-RESTRICTION-4R-MINUS-4 at their own grades). Instance caveat (C-U3-F): a (DL) proved at one fixed Fintype instance would not compose; DlHyp quantifies over instances. Alias distinction: this run's Erdos993G1.forest_extension_inequality is the CONDITIONAL form (extra hDL binder) under the same name as C1-LA1's unconditional theorem — never conflate. Fences: no no-recovery reading; (XR) not a uniform bound on d; r = 0 vacuous-hypothesis-sound. Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-DEGREE-LEMMA-IMPLIES-EXTENSION-CHAIN
E993-R27-FOREST-DESCENT-LINEAR-BOUND,VERIFIED,"Lean (if formal): Erdos993G1.forest_descent_linear_bound (award C1-LA4, [Finite X], Nat.card). Strengthens the formally verified r25 award E993-R25-FOREST-DESCENT-ORDER-BOUND-SHARP ((k+1)²; 4k ≤ (k+1)² with equality only at k = 1; covers k = 0 which that award excludes) as a SEPARATE key — the r25 award is unchanged. 4k is attained at k = 1, 2 (P_4, P_8) and strictly slack at k = 3, 4, 5 (true maxima 11, 15, 18: E993-R27-FOREST-DESCENT-MAXIMA-CENSUS). Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-FOREST-DESCENT-LINEAR-BOUND
E993-R27-RANK5-CEILING-20,VERIFIED,"Lean (if formal): Erdos993G1.forest_rank5_ceiling_20 (award C1-LA4). Supersedes the informal ceiling 25 (E993-R25-RANK5-CEILING-SHARPENED-TO-25) as a consequence, not an edit; empties that claim's stated residue (orders 22–25) — see the rank-5 residue closeout record. The census-grade companion Δ_5 < 0 ⇒ n ≤ 18 (E993-R27-RANK5-CEILING-18-CENSUS) is a separate item and never enters this face. Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-RANK5-CEILING-20
E993-R27-DESCENT-RESTRICTION-4R-MINUS-4,VERIFIED,"Lean (if formal): Erdos993G1.forest_descent_restriction, the terminal theorem of award C1-LA4. NOT a uniform bound on d. Occupancy (E993-R27-FOREST-DESCENT-MAXIMA-CENSUS): max{n : x < r} = M(r−1) = 0, 4, 8, 11, 15, 18 for r = 1..6 against 4r − 4 = 0, 4, 8, 12, 16, 20 — exact at r ≤ 3. Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-DESCENT-RESTRICTION-4R-MINUS-4
E993-R27-FOREST-ROOT-CORRECTED-DEGREE-LEMMA,VERIFIED,"The statement is FALSE without acyclicity (C_n violates it at k = 1): IsAcyclic travels on the face; never graph-general. Acyclicity is used three times (edge ↔ non-root bijection |E| = n − c; N(v) = {p(v)} ∪ children(v); parent map strictly decreasing depth, p(p(u)) ≠ u). No α, no k ≥ 1, no n ≥ 2, no connectivity. The injection proof is the kernel-verified core of award C1-LA1 (Erdos993G1.forest_root_corrected_degree_bound and the rootPairs assembly); this KEY is registered at the informal grade of its every-rooting statement as read by SR-RC. Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-FOREST-ROOT-CORRECTED-DEGREE-LEMMA
E993-R27-FOREST-DEGREE-LEMMA-EQUALITY-CLASSIFICATION,VERIFIED,"Record correction carried on this face (§3.5, no sealed edit): SEMANTIC-CONTRACT §4's '(DL) tight cases' label has no instances at k ≥ 1 with i_k > 0 (erratum R27-E-b, now a theorem; the §4 fixed-point values are correct). Excluded conclusion for C1-LA1: no tightness claim on any award face; clause 1 is the reason, never a zero-failure census. Clause 4 consumes the two formally verified counting theorems; the grade stays proved_informal. Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-FOREST-DEGREE-LEMMA-EQUALITY-CLASSIFICATION
E993-R27-DEGREE-LEMMA-K1-ACYCLICITY-CRITERION,VERIFIED,"Finiteness only; acyclicity is the CONCLUSION of the root-corrected form. Registration fence: the plain k = 1 form gets no key of its own and is never described as an acyclicity criterion; witnesses labelled order-minimal vs edge-minimal. The 'excess-1 never fails at k ≥ 2' observation is bounded_computation and not part of this face. Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-DEGREE-LEMMA-K1-ACYCLICITY-CRITERION
E993-R27-EXACT-EXTENSION-IDENTITY,VERIFIED,"Corollaries on the face: (EXX-slack) (k+1)·i_{k+1} − (n − 3k)·i_k = (2k·i_k − D_k) + E_k; exc(J) ≥ 0 recovers E993-R27-EXTENSION-LOWER-BOUND with equality iff exc(J) = 0; E_k = 0 identically for k ≤ 1. Graph-general: not evidence for (DL)/(EX)/(LB)/(R5)/(XR); must be stated in ℤ ((n−k)·i_k − D_k = −98 on P_12 at k = 5); exc is ℕ-safe as written. (EXX) is NOT an FLNYZ statement and is not attributed to them. Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-EXACT-EXTENSION-IDENTITY
E993-R27-FOREST-DESCENT-MAXIMA-CENSUS,VERIFIED,"Conditionality on the face: M(0) elementary; M(1..3) UNCONDITIONAL (capped by the formally verified E993-R25-FOREST-DESCENT-ORDER-BOUND-SHARP ceilings 4, 9, 16 and a census complete to order 20). (LB) is formally verified (C1-LA4), so the (LB)-capped entries rest on a formal ceiling and a complete census; every entry stays bounded_computation. (LB)'s 4k is attained at k = 1, 2 and strictly slack at k = 3, 4, 5; the r25 wording 'tight at k = 1 only' is correct for (k+1)² and must not be carried to 4k. Grade bounded_computation for EVERY entry ('unconditional' describes the ceiling's provenance, not the grade; proved_informal is never written on an M(k)). The (XR) table column reads 'not excluded by (XR)', never 'live'. Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-FOREST-DESCENT-MAXIMA-CENSUS
E993-R27-RANK5-CEILING-18-CENSUS,VERIFIED,"Mandatory annotation: this IS the M(5) = 18 entry of E993-R27-FOREST-DESCENT-MAXIMA-CENSUS in rank-5 presentation, not a second independent result (only the witness count and comparisons are additional). Evidence: exhaustive census of every forest class of order ≤ 20 (775,529 at order 19; 1,977,878 at order 20) — no class of order 19 or 20 with Δ_5 < 0; orders ≥ 21 excluded by (LB) at k = 5; the r25 frozen census is NOT an input. MUST NOT enter any award statement (§3.4; census-dependent, never formal); does not disturb the rank-5 residue closeout or the x ≤ 5 composition, which need only n ≤ 20. Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-RANK5-CEILING-18-CENSUS
E993-R27-KADDITION-CLOSURE-X-LE-5,VERIFIED,"Grade proved_informal-with-census (never formally_verified: Gate ruling 6, fence §3.4; no formal grade on (DL)/(LB)/(R5) promotes it). Evidence on the face: (i) reduction identity in ℤ, no acyclicity: i_k(G ⊔ K_1) = i_k(G) + i_{k−1}(G), hence Δ_j(G ⊔ K_1) = i_{j+1}(G) − i_{j−1}(G) = Δ_j(G) + Δ_{j−1}(G); (ii) rank 5: (R5) gives Δ_5 < 0 ⇒ n ≤ 20, so every forest with x = 5 lies inside the r25 order-≤21 census population; (iii) the census input, named: the r25 order-≤21 forest census checked the K1-addition TARGET itself with zero violations, re-verified in-run at orders ≤ 19 (C-F3-T) and ≤ 20 (C-F3-U) on independent instruments (one input in two attestations); (iv) ranks 0–4: E993-R25-KADDITION-CLOSURE-X-LE-4; rank 0 discharged outright (Δ_0 = n − 1 < 0 iff n = 0; ∅ ⊔ K_1 = K_1 has x = 1) with no census artifact (closure_certificate.json's rank-0 entry is corroboration). Relation to a REFUTED claim (travels): this is the K_1 instance of the REFUTED E993-FOREST-FIRST-DESCENT-DISJOINT-UNION-UPPER-ADDITIVITY (witness pair K_{1,3}, P_4, neither K_1); a refuted universal says nothing about a proper sub-family; the registry's stored scope contains NO K_1 carve-out (the F3/C-F3-U/F-adjudication sentence saying it does is FALSE and is replaced by this logical warrant); fence §3.8 intact. Excluded: no closure above rank 5; no order bound in the hypothesis; the order-22 class-count replay is NOT an input. Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-KADDITION-CLOSURE-X-LE-5
E993-R27-TWO-POTENTIAL-EDGE-SPLIT-RECURRENCES-ROOTED,VERIFIED,"Hypotheses consumed by the identities: finiteness; disjointness and separation (the single cross edge). ACYCLICITY IS NOT A HYPOTHESIS of the recurrences (841 arbitrary-graph joins, 0 failures) — it enters one step later, twice: every edge is a bridge (well-formed, strictly decreasing split for the induction over (tree, root) pairs) and it makes D, E nonnegative (off forests the potentials go negative: D_{C_3} = −2x, D_{K_4} = −6x). Canonical single form (abbreviation-free, rooting on its face); T1's abbreviated and C-U2-T's Ẑ presentations are the same identity and are not registered. Provenance that travels: the final forms were printed verbatim to seat T1 by control/C1-ALLOCATION.md item 1; T1's shipped §3 derivation does not reach them. Formalization conditions: x·p by cases on k, never p(k−1) over ℕ; 2 − deg_S(v) in ℤ; the Z-differences' nonnegativity is a theorem (S∖N_S[r] ⊆ S∖{r}). Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-TWO-POTENTIAL-EDGE-SPLIT-RECURRENCES-ROOTED
E993-R27-POTENTIAL-SEPARATED-UNION-CONVOLUTION,VERIFIED,"Finiteness and separation only; NO acyclicity (5,625 arbitrary-graph pairs of order ≤ 4, 81,225 doubly-rooted instances, 0 failures). Refutes T2's Part 1 Step 3 diagnosis that the forest layer is a debt requiring T1's mechanism (the refutation is C-T2-U's and C-T2-F's). Fence §3.1: an order bound / counting statement whose contrapositive has sign Δ_k ≥ 0; not a no-recovery statement; no status transfer to E993-R25-UNR-FOREST-WIDE (OPEN), E993-G1WIDE-NO-SIZE-CAP (OPEN), NR1, FOREST, TREE, TRANSFER, E993-BETA-AGG, the all-rank aggregate or Erdős #993. §3.2 nothing asymptotic. §3.3 (DL) is an average over I_k; no pointwise degree statement. §3.6 every Lean declaration authored in-run; no external Lean text (the audit copy carries no LICENSE). §3.7 attribution travels on this face.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R27-POTENTIAL-SEPARATED-UNION-CONVOLUTION
