claim_id,status,registered_statement,registered_scope,evidence_grade
E993-C2-F3-K25-G1-EMBEDDING,VERIFIED,"The explicitly edge-built k=25, a=31, e=0 ordinary-tree wrapper satisfies every exact G1 guard, has a non-LC residual, and has negative target difference.",One specified ordinary tree of order 4778 with residual 25 disjoint B31 copies of total order 4750; pending root registration.,exact_finite_computation_adjudicated_no_formal_award
E993-C2-F3-K25-G1-LC-RANK-SEPARATION,VERIFIED,"The explicit k25,a31,e0 ordinary wrapper is a full-G1 tree with negative target at rank1566 and positive LC margin at that target rank, despite negative penultimate LC margin at rank2399.",One exact actual ordinary tree of order4778 with residual25 copies of B31 of total order4750; pending root registration.,exact_finite_computation_adjudicated_no_formal_award
E993-C2-F3-PADDING-FIVE-CASE-ELIGIBILITY,VERIFIED,"For the B7 wrapper, e=3 satisfies G1 guards but e=64 fails the wide-size guard, while e=0 fails the crossing guard. For the k=7 B13 wrapper, e=0 fails crossing and e=1 succeeds.","Five explicitly stored ordinary-tree wrappers at (k,e)=(1,0),(1,3),(1,64),(7,0),(7,1); pending root registration.",exact_finite_computation_adjudicated_no_formal_award
E993-C2-F3-ZERO-PADDING-THREE-CASE-NONELIGIBILITY,VERIFIED,"For the specified varying-base wrappers at (k,a,e)=(1,7,0),(2,8,0),(3,9,0), the size and ambient guards hold but xU=p-2, so numerical G1 eligibility fails.",Three explicit ordinary-tree instances within a twelve-case boundary attack; pending root registration.,exact_finite_computation_adjudicated_no_formal_award
E993-C2-CT-U2-T715-DISCONNECTED-ROOT-CONTROL,VERIFIED,"The explicit order-715 common-connector tree with residual B_170 disjoint K26, roots 0 and 683, and two added g-leaves meets every ordinary G1 guard with p=257,q=255,xU=254,|U|=709,Gamma<0 and target<0. Residual center 0 has b=264 and a positive shifted closed-deletion difference, so both prescribed-center ALIGN certificates fail; vertex 1 has b=254 and satisfies full-tail ALIGN.","One explicitly constructed ordinary simple tree and its marked tuple. Fixed-root obstruction corroboration with a disconnected residual; no existential-ALIGN, recovery-lift or G1 counterexample, no all-parameter theorem, no RTree scope.",exact_finite_computation_adjudicated_no_formal_award
E993-C2-CT-U2-SMALL-GRAPH-CONNECTOR-CHECKS,VERIFIED,Exact subset enumeration and independent deletion-contraction agree on every labeled simple graph of orders 0..5 (1100 graphs). All 48325 integer vertex-deletion checks pass. All 1441 one-root-per-component choices on nonempty forests through order 5 satisfy the exact original-residual common-connector H/A/T formulas and 17122 L-history plus 17122 G-ambient coefficient identities.,"Finite exhaustive labeled graph scope n=0..5 for deletion identities, q=-2..n+1; all nonempty forests n=1..5 and root-per-component choices for common connectors, k=-2..n+4. Includes the empty graph only in the general graph checks.",exact_finite_computation_adjudicated_no_formal_award
E993-C2-CF-U2-T807-ROOT-OBSTRUCTION,VERIFIED,"The explicitly constructed beta B200 common-connector tree T807, with no extra g leaves, is an ordinary full-guard G1 tuple at p=292, q=290, xU=289 and residual order 803. Its target is negative, its attachment center fails both rank and full-tail ALIGN with b(0)=301, and vertex 1 passes full-tail ALIGN with b(1)=290.","One explicit ordinary tree on vertices 0..806 with original neighborhoods; finite computation; no all-m theorem, no G1 or existential-ALIGN counterexample and no RTree scope.",exact_finite_computation_adjudicated_no_formal_award
E993-C2-CF-U2-FOCUSED-IDENTITY-CONTROLS,VERIFIED,"All 1100 labeled simple graphs of orders 0 through 5 pass 59135 all-integer deletion-rank checks and 12005 positive-difference/incidence checks; all 1441 choices of one root per component over nonempty forests in that census pass 21445 common-connector difference/formula checks. Independent reconstruction reproduces all five origin controls. Eight wrappers of K(3,4,4) disjoint union K(4,4,4) demonstrate finite root/extra-leaf sensitivity: seven eligible and one failing strict crossing.","Exact finite computation on the listed labeled graph census, root choices, five origin controls and eight explicitly parameterized wrappers. Negative ranks -3 through stated finite zero tails included. No universal lifting, ALIGN or forest-unimodality proof.",exact_finite_computation_adjudicated_no_formal_award
E993-C2-CT-U3-STAR24-STAR40-ROOT-PAIRS,VERIFIED,"For each m in the finite set {24,40}, the two explicitly constructed center-root and leaf-root handle trees of order 3+5m have residual mK_(1,3), satisfy every ordinary G1 guard, and have negative target differences. The center-root tuple is certified by its nonpositive maximum-matching comparator step, while the leaf-root tuple has a positive step and misses every clique-partition certificate.","Exactly four ordinary trees: m=24 gives ambient/residual orders 123/96; m=40 gives orders 203/160. Graph labels, original neighborhoods, every polynomial, rank and guard are specified in CRITIQUE.md and independent-evidence.json. No all-m claim.",exact_finite_computation_adjudicated_no_formal_award
E993-C2-CT-U3-ORDER102-LC-RELAXATION-WITNESS,VERIFIED,"Let H=P51 disjoint_union P51 and let G join their central vertices. On the common set of 102 vertices, H is a spanning LC forest inside the tree G, but H_(k+1)G_k-H_kG_(k+1) equals -17944991686440, -87437273742 and -20049822 at k=48,49,50 respectively.","The explicitly listed order-102 graph pair only, with exact independence polynomials and all H log-concavity margins. Mechanism refutation of LC-spanning-forest normalized comparison, not a G1 claim.",exact_finite_computation_adjudicated_no_formal_award
E993-C2-CT-U3-FINITE-COMPARATOR-STRESS,VERIFIED,"All eight adjacent weighted inclusion-flow problems for weights (1,2,3,5,8,13,21,34) carry their full integer demand; the two specified order-87 clique supergraphs obey normalized comparison; all consecutive matching-comparator cross-products and nonpositive-step implications pass for 0<=n<=160, all feasible consecutive m, and 0<=k<=n+1; and the explicit KL(3,4,4), B8 core powers 1,2,3 obey the matching comparison and sign certificate.","Eight flow instances, two explicit order-87 graphs, exactly 698680 matching-grid rank comparisons, and six explicit forest/core powers of orders 26,52,78 and 52,104,156. Finite exact corroboration only; the universal proof is separately audited.",exact_finite_computation_adjudicated_no_formal_award
E993-C2-CF-U3-STAR24-ROOT-PAIR,VERIFIED,"Two explicit order-123 ordinary trees have common residual U=24K_(1,3), order96: center-root attachment has p48,r46 and a negative maximum-comparator step; leaf-root attachment has p41,r39 and every matching-comparator step positive. Both satisfy all G1 guards and have negative target differences.","Only the two edge-labeled ordinary trees in independent-evidence.json fresh_star24_pair; exact integer include/exclude computation with all original-neighborhood guards, first descents and maximum matching sizes.",exact_finite_computation_adjudicated_no_formal_award
E993-C2-CF-U3-LC62-WITNESS,VERIFIED,"For H=P31 disjoint_union P31 and G obtained by joining the two central vertices, I(H) is log-concave but normalized comparison margins are -603291648 at rank29 and -1114112 at rank30.",Only the two explicit order-62 ordinary forests on one common vertex set in independent-evidence.json fresh_LC_order62; H is a spanning subforest of the tree G; no G1 tuple is asserted.,exact_finite_computation_adjudicated_no_formal_award
E993-C2-COVER3-NINE-VERTEX-PLATEAU-WITNESS,VERIFIED,"The ordinary bipartite graph on vertices 0,...,8 with independent cover C={0,1,2}, outside neighborhoods N(3)={0,1}, N(4)={0,2}, N(5)={1,2}, N(6)=N(7)=N(8)=C and no other edges has minimum vertex-cover number 3 and independence polynomial [1,9,21,21,15,6,1]. At r=3, Delta_2=0, Delta_3=-6 and x=3.","One explicitly specified nine-vertex ordinary bipartite graph; it is not a forest or a G1 counterexample. Both critic occurrences identify this same graph, not two independent witness instances.",exact_finite_computation_adjudicated_no_formal_award
E993-C2-CU-T3-B9-EXACT-FINITE-WITNESS,VERIFIED,"An actual full-guard ordinary G1 tuple with p=840, residual order 2684 and x(U)=809 has residual 101K26 disjoint-union B9 whose LC margin at rank 1443 is -111448217, while its G1 target difference is negative.","Exactly the deterministic ordinary tree fresh_K101_Q9 on 2789 vertices with residual 101 copies of K(3,4,4) and one K(9,9,9), marked v=2788, s=2787, g=2786. Finite exact computation; no G1 target counterexample and no refutation of the fixed B8 theorem.",exact_finite_computation_adjudicated_no_formal_award
E993-G1-B7-WRAPPER-PADDING-ELIGIBILITY-MONOTONE,REFUTED,"For every pair of integers 0<=e<=e', if the registered one-copy B7 center-root wrapper with e additional leaves at g satisfies every ordinary G1 guard at its own p=x(T_e)+1, then the same wrapper with e' leaves also satisfies every guard at its own p'=x(T_e')+1.",Fixed B7 residual and fixed handle/center-root gateway; only the number of additional g-leaves changes. This minimal exact family already refutes a broader all-wrapper padding-preservation assertion.,exact_counterevidence_adjudicated_no_formal_award
E993-G1-COUNTEREXAMPLE-PGE6-RESIDUAL-GE2P,CONDITIONAL,"For every exact ordinary G1 tuple (T,v,s,g,p,U), if Delta_(p-2)(U)>0, then p>=6 and |U|>=2p.","Necessary region for a hypothetical ordinary G1 counterexample only. Uses inherited C1 p<=5 exclusion and the C2 first/second wide bands, including the second band's admitted literature dependency. Does not assert a counterexample exists.",proved_informal_implication_with_surviving_premises_no_formal_award
E993-G1-VARYING-WRAPPER-AUTOMATIC-ELIGIBILITY,REFUTED,"For every integer k>=1 and e>=0, the registered ordinary wrapper with residual k disjoint copies of B_(k+6), one center-root gateway for each copy, the handle g-s-v, and e additional leaves at g satisfies all numerical ordinary G1 guards at p=x(T)+1.","Exactly the F3 varying-base structural wrapper family, B_a the order6a+4 center/three-hub/two-edge-arm tree and a=k+6. Structure alone is the proposed premise; no size, Gamma or crossing guard is assumed as an antecedent.",exact_counterevidence_adjudicated_no_formal_award
E993-FOREST-THIRD-WIDE-CROSSING-SIGN,VERIFIED,"For every finite ordinary forest F and every natural r>=1, |V(F)|=2r+4 and x(F)<r imply Delta_r(F)<=0.",Exactly the third wide residual band; forest domain. No ambient Gamma premise is required. No all-simple-graph or RTree extension.,formally_verified
E993-ORDINARY-G1-THIRD-WIDE-SLICE,VERIFIED,"For every full ordinary G1 tuple, the additional equality |U|=2p implies Delta_(p-2)(U)<=0.","A finite ordinary tree T with distinct leaf v, degree-two support s, other neighbor g; A=T-{v,s}, H=A-g, U=A-N_A[g]=T-(N_T[v] union N_T[g]); p=x(T)+1>=3, r=p-2, Gamma=Delta_p(A)+Delta_(p-1)(H)<0, |U|>2p-3=2r+1, and x(U)<r. This is the specialization |U|=2p=2r+4.",formally_verified
E993-FOREST-FIVE-EDGE-THIRD-BAND-COMPARATOR,VERIFIED,"For every natural r>=3, let H=5K2 disjoint union (2r-6)K1 and s=r-3. Then Delta_r(H)=-3*C(2s,s)*s*(27s^2+99s+34)/((s+1)*(s+2)*(s+3)*(s+4))<=0, with equality at r=3 and strict negativity for r>3.",Exact spanning matching comparator in order 2r+4; no sign conclusion for an arbitrary residual without the normalized comparison.,independently_adjudicated_informal_proof_no_formal_award
E993-FOREST-COVER4-THIRD-BAND-PRE-R-INCREASE,VERIFIED,"For every finite ordinary forest F and natural r>=1, if |V(F)|=2r+4 and vertex-cover number(F)<=4, then Delta_k(F)>0 for every natural k<r; hence x(F)>=r.",Forest cover-four branch only; strict positivity is asserted here. Do not import the refuted all-graph cover-three strictness at order 2r+3 or extend this statement to all graphs.,independently_adjudicated_informal_proof_no_formal_award
E993-GRAPH-VERTEX-COVER-DELTA-PARTITION,VERIFIED,"For every finite simple graph F, every designated vertex cover C, its independent complement B, and every integer k, Delta_k(F)=sum over independent S subset C of [C(|B|-|N_F(S) intersect B|,k-|S|+1)-C(|B|-|N_F(S) intersect B|,k-|S|)].",Counts are zero outside natural supported ranks. The set S must be independent in F[C]; neighborhood overlaps are preserved exactly.,independently_adjudicated_informal_proof_no_formal_award
E993-BINOMIAL-DIFFERENCE-CATALAN-FLOOR,VERIFIED,"For every natural m and j>=0, C(m,j+1)-C(m,j)>=-Cat_j, where Cat_j=C(2j,j)/(j+1). At integer j=-1 the difference is 1; at j<=-2 it is 0 under integer zero extension.",Arithmetic auxiliary; independent of any graph or G1 hypothesis.,independently_adjudicated_informal_proof_no_formal_award
E993-CATALAN-COVER4-PRE-R-INEQUALITY,VERIFIED,"For every natural k>=4, Cat_(k+1)-4Cat_(k-1)-6Cat_(k-2)-4Cat_(k-3)-Cat_(k-4)>0.",Arithmetic auxiliary for the cover-four branch only.,independently_adjudicated_informal_proof_no_formal_award
E993-G1-RANK-SCALED-MARGIN-FACTOR2,REFUTED,"For every full ordinary G1 tuple with a_r=i_r(U)>0, (r+1)*(-Delta_r(U))>=2*a_r.","A finite ordinary tree T with distinct leaf v, degree-two support s, other neighbor g; A=T-{v,s}, H=A-g, U=A-N_A[g]=T-(N_T[v] union N_T[g]); p=x(T)+1>=3, r=p-2, Gamma=Delta_p(A)+Delta_(p-1)(H)<0, |U|>2p-3=2r+1, and x(U)<r. Positive denominator a_r is explicit.",explicit_exact_finite_ordinary_G1_counterexample_to_strengthening
E993-C3-T121-FACTOR2-MARGIN-WITNESS,VERIFIED,"The explicitly specified 121-vertex tree and marked leaf give residual order 117, p=47, r=45, x(U)=44, Gamma=-798798925103886414648722890, Delta_45(U)=-128536558546094824844656572 and rho=492723474426696828571183526/247593883765912725204376259, strictly between 1 and 2.",One finite full ordinary G1 tuple. The positive assertion that this witness exists is separate from the false universal margin key.,exact_finite_source_adjudicated_no_formal_award
